root           1  0.2  0.0  22908 13936 ?        Ss   17:41   0:01 /sbin/init splash
aniket      2558  0.0  0.0 319616  6692 ?        Ssl  17:42   0:00 /usr/libexec/gvfs-mtp-volume-monitor
aniket      2564  0.0  0.0 399200  8316 ?        Ssl  17:42   0:00 /usr/libexec/gvfs-afc-volume-monitor
aniket      2582  0.0  0.1 2869028 27776 ?       Sl   17:42   0:00 /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.ScreenSaver
aniket      2598  0.0  0.0 637780 14820 ?        Ssl  17:42   0:00 /usr/libexec/xdg-desktop-portal
aniket      2600  0.0  0.0 246592  7540 ?        Sl   17:42   0:00 /usr/libexec/ibus-engine-simple
aniket      2613  0.0  0.0 546384  7636 ?        Ssl  17:42   0:00 /usr/libexec/xdg-document-portal
root        2619  0.0  0.0   2704  2056 ?        Ss   17:42   0:00 fusermount3 -o rw,nosuid,nodev,fsname=portal,auto_unmount,subtype=portal -- /run/user/1000/doc
aniket      2622  0.2  0.2 965520 36568 ?        SNsl 17:42   0:01 /usr/libexec/tracker-miner-fs-3
aniket      2624  0.0  0.8 1454008 132464 ?      Ssl  17:42   0:00 /usr/libexec/xdg-desktop-portal-gnome
aniket      2672  0.0  0.1 464360 31424 ?        Ssl  17:42   0:00 /usr/libexec/xdg-desktop-portal-gtk
root        2691  0.1  0.2 492160 44756 ?        Ssl  17:42   0:01 /usr/libexec/fwupd/fwupd
aniket      2737  0.1  0.4 3226092 72944 ?       Sl   17:42   0:01 gjs /usr/share/gnome-shell/extensions/zorin-desktop-icons@zorinos.com/app/ding.js -E -P /usr/share/gnome-shell/extensions/zorin-desktop-icons@zorinos.com/app
aniket      2818  0.0  0.0 545532  9100 ?        Sl   17:42   0:00 /usr/libexec/gvfsd-trash --spawner :1.16 /org/gtk/gvfs/exec_spaw/0
aniket      2846  0.0  0.0 246164  6640 ?        Ssl  17:42   0:00 /usr/libexec/gvfsd-metadata
aniket      3813  0.5  0.3 852776 57952 ?        Ssl  17:42   0:03 /usr/libexec/gnome-terminal-server
root        3846  0.0  0.0      0     0 ?        I    17:42   0:00 [kworker/6:3-cgroup_destroy]
aniket      3852  0.0  0.0  21084  5616 pts/0    Ss   17:42   0:00 bash
aniket      3868 77.7  2.9 51171980 469428 ?     SLl  17:42   8:03 /opt/google/chrome/chrome
aniket      3874  0.0  0.0  18252  1904 ?        S    17:42   0:00 cat
aniket      3875  0.0  0.0  18252  1908 ?        S    17:42   0:00 cat
aniket      3877  0.0  0.0 50354732 4004 ?       Sl   17:42   0:00 /opt/google/chrome/chrome_crashpad_handler --monitor-self --monitor-self-annotation=ptype=crashpad-handler --database=/home/aniket/.config/google-chrome/Crash Reports --metrics-dir=/home/aniket/.config/google-chrome --url=https://clients2.google.com/cr/report --annotation=channel= --annotation=lsb-release=Zorin OS 18 --annotation=plat=Linux --annotation=prod=Chrome_Linux --annotation=ver=143.0.7499.169 --initial-client-fd=5 --shared-client-connection
aniket      3879  0.0  0.0 50345496 3488 ?       Sl   17:42   0:00 /opt/google/chrome/chrome_crashpad_handler --no-periodic-tasks --monitor-self-annotation=ptype=crashpad-handler --database=/home/aniket/.config/google-chrome/Crash Reports --url=https://clients2.google.com/cr/report --annotation=channel= --annotation=lsb-release=Zorin OS 18 --annotation=plat=Linux --annotation=prod=Chrome_Linux --annotation=ver=143.0.7499.169 --initial-client-fd=4 --shared-client-connection
aniket      3885  0.0  0.4 50999472 64796 ?      S    17:42   0:00 /opt/google/chrome/chrome --type=zygote --no-zygote-sandbox --crashpad-handler-pid=3877 --enable-crash-reporter=3c41256b-4b29-479b-a17d-e3ca9c7563b2, --change-stack-guard-on-fork=enable
aniket      3886  0.0  0.4 50999460 64832 ?      S    17:42   0:00 /opt/google/chrome/chrome --type=zygote --crashpad-handler-pid=3877 --enable-crash-reporter=3c41256b-4b29-479b-a17d-e3ca9c7563b2, --change-stack-guard-on-fork=enable
aniket      3888  0.0  0.1 50999484 18524 ?      S    17:42   0:00 /opt/google/chrome/chrome --type=zygote --crashpad-handler-pid=3877 --enable-crash-reporter=3c41256b-4b29-479b-a17d-e3ca9c7563b2, --change-stack-guard-on-fork=enable
aniket      3913  6.5  1.3 51440932 216668 ?     Sl   17:42   0:40 /opt/google/chrome/chrome --type=gpu-process --ozone-platform=x11 --crashpad-handler-pid=3877 --enable-crash-reporter=3c41256b-4b29-479b-a17d-e3ca9c7563b2, --change-stack-guard-on-fork=enable --gpu-preferences=UAAAAAAAAAAgAQAEAAAAAAAAAAAAAGAAAQAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAYAAAAAAAAABgAAAAAAAAAAQAAAAAAAAAIAAAAAAAAAAgAAAAAAAAA --shared-files --metrics-shmem-handle=4,i,8950010483182256163,17042490963066551421,262144 --field-trial-handle=3,i,7467937657506080624,14825782300127935545,262144 --variations-seed-version=20260211-090048.613000-production --trace-process-track-uuid=3190708988185955192
aniket      3915  2.9  0.8 50804728 135588 ?     Sl   17:42   0:18 /opt/google/chrome/chrome --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-GB --service-sandbox-type=none --crashpad-handler-pid=3877 --enable-crash-reporter=3c41256b-4b29-479b-a17d-e3ca9c7563b2, --change-stack-guard-on-fork=enable --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,17129158615505371145,16658682780792605895,524288 --field-trial-handle=3,i,7467937657506080624,14825782300127935545,262144 --variations-seed-version=20260211-090048.613000-production --trace-process-track-uuid=3190708989122997041
aniket      3926  0.0  0.3 51058672 56896 ?      Sl   17:42   0:00 /opt/google/chrome/chrome --type=utility --utility-sub-type=storage.mojom.StorageService --lang=en-GB --service-sandbox-type=utility --crashpad-handler-pid=3877 --enable-crash-reporter=3c41256b-4b29-479b-a17d-e3ca9c7563b2, --change-stack-guard-on-fork=enable --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,6940384779291934766,13789641904531213990,524288 --field-trial-handle=3,i,7467937657506080624,14825782300127935545,262144 --variations-seed-version=20260211-090048.613000-production --trace-process-track-uuid=3190708990060038890
aniket      4462  0.0  0.7 1460016536 116988 ?   Sl   17:42   0:00 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=3877 --enable-crash-reporter=3c41256b-4b29-479b-a17d-e3ca9c7563b2, --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-GB --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=30 --time-ticks-at-unix-epoch=-1771071114953556 --launch-time-ticks=61885909 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,3334163966788077946,5886802217975487274,2097152 --field-trial-handle=3,i,7467937657506080624,14825782300127935545,262144 --variations-seed-version=20260211-090048.613000-production --trace-process-track-uuid=3190709014423126964
aniket      4475  0.1  0.9 1460022972 158100 ?   Sl   17:42   0:01 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=3877 --enable-crash-reporter=3c41256b-4b29-479b-a17d-e3ca9c7563b2, --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-GB --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=27 --time-ticks-at-unix-epoch=-1771071114953556 --launch-time-ticks=61943569 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,13659018537048768182,2812342572847188800,2097152 --field-trial-handle=3,i,7467937657506080624,14825782300127935545,262144 --variations-seed-version=20260211-090048.613000-production --trace-process-track-uuid=3190709011612001417
aniket      4503  1.9  1.4 1461793216 239516 ?   Sl   17:42   0:11 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=3877 --enable-crash-reporter=3c41256b-4b29-479b-a17d-e3ca9c7563b2, --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-GB --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=31 --time-ticks-at-unix-epoch=-1771071114953556 --launch-time-ticks=65013320 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,11320894688522010647,1806507208903291642,2097152 --field-trial-handle=3,i,7467937657506080624,14825782300127935545,262144 --variations-seed-version=20260211-090048.613000-production --trace-process-track-uuid=3190709015360168813
aniket      4529  0.8  1.1 1460051964 186628 ?   Sl   17:43   0:04 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=3877 --enable-crash-reporter=3c41256b-4b29-479b-a17d-e3ca9c7563b2, --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-GB --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=33 --time-ticks-at-unix-epoch=-1771071114953556 --launch-time-ticks=68247414 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,10595958703224440513,11943390648579714368,2097152 --field-trial-handle=3,i,7467937657506080624,14825782300127935545,262144 --variations-seed-version=20260211-090048.613000-production --trace-process-track-uuid=3190709017234252511
aniket      4581  0.1  0.8 1460024960 129488 ?   Sl   17:43   0:00 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=3877 --enable-crash-reporter=3c41256b-4b29-479b-a17d-e3ca9c7563b2, --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-GB --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=38 --time-ticks-at-unix-epoch=-1771071114953556 --launch-time-ticks=69188521 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,16317487724743463671,9525340390143613497,2097152 --field-trial-handle=3,i,7467937657506080624,14825782300127935545,262144 --variations-seed-version=20260211-090048.613000-production --trace-process-track-uuid=3190709021919461756
aniket      4654 92.5  4.1 1463510684 661400 ?   Sl   17:43   9:10 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=3877 --enable-crash-reporter=3c41256b-4b29-479b-a17d-e3ca9c7563b2, --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-GB --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=41 --time-ticks-at-unix-epoch=-1771071114953556 --launch-time-ticks=70472455 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,1587930333100325817,15720344603985707863,2097152 --field-trial-handle=3,i,7467937657506080624,14825782300127935545,262144 --variations-seed-version=20260211-090048.613000-production --trace-process-track-uuid=3190709024730587303
aniket      4862  0.0  0.1 533732 27216 ?        Sl   17:43   0:00 /usr/bin/update-notifier
aniket      5093  7.2  1.6 1461817188 268304 ?   Sl   17:44   0:38 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=3877 --enable-crash-reporter=3c41256b-4b29-479b-a17d-e3ca9c7563b2, --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-GB --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=60 --time-ticks-at-unix-epoch=-1771071114953556 --launch-time-ticks=135222593 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,3729886791266720144,2010325403048050671,2097152 --field-trial-handle=3,i,7467937657506080624,14825782300127935545,262144 --variations-seed-version=20260211-090048.613000-production --trace-process-track-uuid=3190709042534382434
aniket      5119  0.0  0.5 50793828 80784 ?      Sl   17:44   0:00 /opt/google/chrome/chrome --type=utility --utility-sub-type=audio.mojom.AudioService --lang=en-GB --service-sandbox-type=none --crashpad-handler-pid=3877 --enable-crash-reporter=3c41256b-4b29-479b-a17d-e3ca9c7563b2, --change-stack-guard-on-fork=enable --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,17229342992729547222,6233894306995265140,524288 --field-trial-handle=3,i,7467937657506080624,14825782300127935545,262144 --variations-seed-version=20260211-090048.613000-production --trace-process-track-uuid=3190709043471424283
aniket      5213  0.0  0.0   8432  6004 ?        S    17:45   0:00 /usr/bin/ssh-agent -D -a /run/user/1000/keyring/.ssh
aniket      5318  1.9  1.2 1461554504 200992 ?   SLsl 17:46   0:07 /usr/share/code/code .
aniket      5321  0.0  0.3 34077844 49884 ?      S    17:46   0:00 /usr/share/code/code --type=zygote --no-zygote-sandbox
aniket      5322  0.0  0.3 34077832 50208 ?      S    17:46   0:00 /usr/share/code/code --type=zygote
aniket      5324  0.0  0.0 34077860 12712 ?      S    17:46   0:00 /usr/share/code/code --type=zygote
aniket      5339  0.0  0.0 33576152 3624 ?       Sl   17:46   0:00 /usr/share/code/chrome_crashpad_handler --monitor-self-annotation=ptype=crashpad-handler --no-rate-limit --database=/home/aniket/.config/Code/Crashpad --url=appcenter://code?aid=fba07a4d-84bd-4fc8-a125-9640fc8ce171&uid=5223e37b-49a8-4359-b6e6-10477b1a291a&iid=5223e37b-49a8-4359-b6e6-10477b1a291a&sid=5223e37b-49a8-4359-b6e6-10477b1a291a --annotation=_companyName=Microsoft --annotation=_productName=VSCode --annotation=_version=1.107.1 --annotation=lsb-release=Zorin OS 18 --annotation=plat=Linux --annotation=prod=Electron --annotation=ver=39.2.3 --initial-client-fd=48 --shared-client-connection
aniket      5354  5.5  0.9 34523892 160344 ?     Sl   17:46   0:20 /usr/share/code/code --type=zygote --no-zygote-sandbox
aniket      5362  0.0  0.4 33923252 74316 ?      Sl   17:46   0:00 /proc/self/exe --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-GB --service-sandbox-type=none --crashpad-handler-pid=5339 --enable-crash-reporter=2350b6bb-16d1-4e2c-b33e-460320cf6f9c,no_channel --user-data-dir=/home/aniket/.config/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,8563308630070625905,10134907396999500522,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --trace-process-track-uuid=3190708989122997041
aniket      5381 13.2  2.0 1463346832 333000 ?   Sl   17:46   0:49 /usr/share/code/code --type=zygote
aniket      5428  1.5  0.7 1461334520 117228 ?   Sl   17:46   0:05 /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-GB --service-sandbox-type=none --crashpad-handler-pid=5339 --enable-crash-reporter=2350b6bb-16d1-4e2c-b33e-460320cf6f9c,no_channel --user-data-dir=/home/aniket/.config/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,8563308630070625905,10134907396999500522,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --trace-process-track-uuid=3190708990997080739
aniket      5429  0.3  0.6 1461359660 106292 ?   Sl   17:46   0:01 /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-GB --service-sandbox-type=none --crashpad-handler-pid=5339 --enable-crash-reporter=2350b6bb-16d1-4e2c-b33e-460320cf6f9c,no_channel --user-data-dir=/home/aniket/.config/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,8563308630070625905,10134907396999500522,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --trace-process-track-uuid=3190708991934122588
aniket      5459  2.6  1.3 1461343648 217928 ?   Sl   17:46   0:09 /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-GB --service-sandbox-type=none --dns-result-order=ipv4first --experimental-network-inspection --inspect-port=0 --crashpad-handler-pid=5339 --enable-crash-reporter=2350b6bb-16d1-4e2c-b33e-460320cf6f9c,no_channel --user-data-dir=/home/aniket/.config/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,8563308630070625905,10134907396999500522,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --trace-process-track-uuid=3190708992871164437
aniket      5670  2.6  0.2 105288 43844 ?        Sl   17:48   0:07 /home/aniket/.vscode/extensions/ms-vscode.cpptools-1.30.5-linux-x64/bin/cpptools
root        5721  0.1  0.0      0     0 ?        I<   17:48   0:00 [kworker/u49:2-i915_flip]
root        5740  0.0  0.0      0     0 ?        I    17:48   0:00 [kworker/9:2]
aniket      5911  0.0  0.1 4264644 23068 ?       Sl   17:50   0:00 /home/aniket/.vscode/extensions/ms-vscode.cpptools-1.30.5-linux-x64/bin/cpptools-srv 5670 {89B50A5A-8E65-41E3-B551-8F97E8CC9D33}
root        5986  0.0  0.0      0     0 ?        I    17:52   0:00 [kworker/3:0-mm_percpu_wq]
aniket      5989  0.5  0.7 1461689960 119872 ?   Sl   17:52   0:00 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=3877 --enable-crash-reporter=3c41256b-4b29-479b-a17d-e3ca9c7563b2, --extension-process --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-GB --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=86 --time-ticks-at-unix-epoch=-1771071114953556 --launch-time-ticks=643366738 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,12612703131667633719,2297505827472988909,2097152 --field-trial-handle=3,i,7467937657506080624,14825782300127935545,262144 --variations-seed-version=20260211-090048.613000-production --trace-process-track-uuid=3190709066897470508
aniket      5999  1.9  0.8 1460009644 131584 ?   Sl   17:52   0:00 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=3877 --enable-crash-reporter=3c41256b-4b29-479b-a17d-e3ca9c7563b2, --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-GB --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=87 --time-ticks-at-unix-epoch=-1771071114953556 --launch-time-ticks=643413824 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,3276194561750960441,1918989963540654712,2097152 --field-trial-handle=3,i,7467937657506080624,14825782300127935545,262144 --variations-seed-version=20260211-090048.613000-production --trace-process-track-uuid=3190709067834512357
aniket      6009  0.2  0.4 1459966504 74160 ?    Sl   17:52   0:00 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=3877 --enable-crash-reporter=3c41256b-4b29-479b-a17d-e3ca9c7563b2, --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-GB --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=88 --time-ticks-at-unix-epoch=-1771071114953556 --launch-time-ticks=645462692 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,1195600634824451355,11183295682084683755,2097152 --field-trial-handle=3,i,7467937657506080624,14825782300127935545,262144 --variations-seed-version=20260211-090048.613000-production --trace-process-track-uuid=3190709068771554206
aniket      6022  0.3  0.5 1461678636 94608 ?    Sl   17:52   0:00 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=3877 --enable-crash-reporter=3c41256b-4b29-479b-a17d-e3ca9c7563b2, --extension-process --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-GB --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=89 --time-ticks-at-unix-epoch=-1771071114953556 --launch-time-ticks=645559930 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,5909401757852757854,9779667598308950379,2097152 --field-trial-handle=3,i,7467937657506080624,14825782300127935545,262144 --variations-seed-version=20260211-090048.613000-production --trace-process-track-uuid=3190709069708596055
aniket      6023 24.7  1.5 1461755808 253480 ?   Sl   17:52   0:04 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=3877 --enable-crash-reporter=3c41256b-4b29-479b-a17d-e3ca9c7563b2, --extension-process --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-GB --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=90 --time-ticks-at-unix-epoch=-1771071114953556 --launch-time-ticks=645563509 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,1757408254952420836,17626886282621739762,2097152 --field-trial-handle=3,i,7467937657506080624,14825782300127935545,262144 --variations-seed-version=20260211-090048.613000-production --trace-process-track-uuid=3190709070645637904
aniket      6042  8.7  1.0 1461752468 168260 ?   Sl   17:52   0:01 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=3877 --enable-crash-reporter=3c41256b-4b29-479b-a17d-e3ca9c7563b2, --extension-process --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-GB --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=91 --time-ticks-at-unix-epoch=-1771071114953556 --launch-time-ticks=645702062 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,3726821402201778632,12241400760833449844,2097152 --field-trial-handle=3,i,7467937657506080624,14825782300127935545,262144 --variations-seed-version=20260211-090048.613000-production --trace-process-track-uuid=3190709071582679753
aniket      6091  3.4  0.1 411172 30920 ?        SNl  17:52   0:00 /usr/libexec/tracker-extract-3 --socket-fd 3
aniket      6097  0.0  0.0   6180  1532 pts/0    S+   17:52   0:00 ./main
aniket      6098  0.0  0.0   2800  1812 pts/0    S+   17:52   0:00 sh -c -- ps aux --no-headers > x1.txt
aniket      6099  0.0  0.0  23568  4828 pts/0    R+   17:52   0:00 ps aux --no-headers
