UID      PID   PPID   LWP C NLWP %CPU %MEM   VSZ    RSS TTY      STAT START   TIME    COMMAND
aniket   2184  1851   2184 0 4    0.0  0.0  236052 8300  ?        Sl   17:42   0:00    /usr/libexec/at-spi2-registryd --use-gnome-session
aniket   2184  1851   2185 0 4    0.0  0.0  236052 8300  ?        Sl   17:42   0:00    /usr/libexec/at-spi2-registryd --use-gnome-session
aniket   2184  1851   2186 0 4    0.0  0.0  236052 8300  ?        Sl   17:42   0:00    /usr/libexec/at-spi2-registryd --use-gnome-session
aniket   2184  1851   2187 0 4    0.0  0.0  236052 8300  ?        Sl   17:42   0:00    /usr/libexec/at-spi2-registryd --use-gnome-session
aniket   2212  1851   2212 0 7    0.0  0.1  658580 19292 ?        Sl   17:42   0:00    /usr/libexec/gnome-shell-calendar-server
aniket   2212  1851   2214 0 7    0.0  0.1  658580 19292 ?        Sl   17:42   0:00    /usr/libexec/gnome-shell-calendar-server
aniket   2212  1851   2215 0 7    0.0  0.1  658580 19292 ?        Sl   17:42   0:00    /usr/libexec/gnome-shell-calendar-server
aniket   2212  1851   2217 0 7    0.0  0.1  658580 19292 ?        Sl   17:42   0:00    /usr/libexec/gnome-shell-calendar-server
aniket   2212  1851   2219 0 7    0.0  0.1  658580 19292 ?        Sl   17:42   0:00    /usr/libexec/gnome-shell-calendar-server
aniket   2212  1851   2220 0 7    0.0  0.1  658580 19292 ?        Sl   17:42   0:00    /usr/libexec/gnome-shell-calendar-server
aniket   2212  1851   2365 0 7    0.0  0.1  658580 19292 ?        Sl   17:42   0:00    /usr/libexec/gnome-shell-calendar-server
aniket   2222  1851   2222 0 5    0.0  0.2  607076 44216 ?        Ssl  17:42   0:00    /usr/libexec/evolution-source-registry
aniket   2222  1851   2223 0 5    0.0  0.2  607076 44216 ?        Ssl  17:42   0:00    /usr/libexec/evolution-source-registry
aniket   2222  1851   2224 0 5    0.0  0.2  607076 44216 ?        Ssl  17:42   0:00    /usr/libexec/evolution-source-registry
aniket   2222  1851   2225 0 5    0.0  0.2  607076 44216 ?        Ssl  17:42   0:00    /usr/libexec/evolution-source-registry
aniket   2222  1851   2227 0 5    0.0  0.2  607076 44216 ?        Ssl  17:42   0:00    /usr/libexec/evolution-source-registry
aniket   2226  1851   2226 0 4    0.0  0.0  230340 6184  ?        Ssl  17:42   0:00    /usr/libexec/dconf-service
aniket   2226  1851   2229 0 4    0.0  0.0  230340 6184  ?        Ssl  17:42   0:00    /usr/libexec/dconf-service
aniket   2226  1851   2230 0 4    0.0  0.0  230340 6184  ?        Ssl  17:42   0:00    /usr/libexec/dconf-service
aniket   2226  1851   2231 0 4    0.0  0.0  230340 6184  ?        Ssl  17:42   0:00    /usr/libexec/dconf-service
aniket   2237  1851   2237 0 12   0.0  0.1  2868980 27640 ?        Sl   17:42   0:00    /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.Shell.Notifications
aniket   2237  1851   2239 0 12   0.0  0.1  2868980 27640 ?        Sl   17:42   0:00    /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.Shell.Notifications
aniket   2237  1851   2240 0 12   0.0  0.1  2868980 27640 ?        Sl   17:42   0:00    /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.Shell.Notifications
aniket   2237  1851   2241 0 12   0.0  0.1  2868980 27640 ?        Sl   17:42   0:00    /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.Shell.Notifications
aniket   2237  1851   2242 0 12   0.0  0.1  2868980 27640 ?        Sl   17:42   0:00    /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.Shell.Notifications
aniket   2237  1851   2243 0 12   0.0  0.1  2868980 27640 ?        Sl   17:42   0:00    /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.Shell.Notifications
aniket   2237  1851   2244 0 12   0.0  0.1  2868980 27640 ?        Sl   17:42   0:00    /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.Shell.Notifications
aniket   2237  1851   2245 0 12   0.0  0.1  2868980 27640 ?        Sl   17:42   0:00    /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.Shell.Notifications
aniket   2237  1851   2246 0 12   0.0  0.1  2868980 27640 ?        Sl   17:42   0:00    /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.Shell.Notifications
aniket   2237  1851   2247 0 12   0.0  0.1  2868980 27640 ?        Sl   17:42   0:00    /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.Shell.Notifications
aniket   2237  1851   2248 0 12   0.0  0.1  2868980 27640 ?        Sl   17:42   0:00    /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.Shell.Notifications
aniket   2237  1851   2249 0 12   0.0  0.1  2868980 27640 ?        Sl   17:42   0:00    /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.Shell.Notifications
aniket   2255  1851   2255 0 5    0.0  0.1  556576 24304 ?        Sl   17:42   0:00    /usr/libexec/goa-daemon
aniket   2255  1851   2311 0 5    0.0  0.1  556576 24304 ?        Sl   17:42   0:00    /usr/libexec/goa-daemon
aniket   2255  1851   2312 0 5    0.0  0.1  556576 24304 ?        Sl   17:42   0:00    /usr/libexec/goa-daemon
aniket   2255  1851   2339 0 5    0.0  0.1  556576 24304 ?        Sl   17:42   0:00    /usr/libexec/goa-daemon
aniket   2255  1851   2349 0 5    0.0  0.1  556576 24304 ?        Sl   17:42   0:00    /usr/libexec/goa-daemon
aniket   2260  1851   2260 0 4    0.1  0.0  398504 12420 ?        Ssl  17:42   0:00    /usr/bin/ibus-daemon --panel disable --xim
aniket   2260  1851   2325 0 4    0.1  0.0  398504 12420 ?        Ssl  17:42   0:00    /usr/bin/ibus-daemon --panel disable --xim
aniket   2260  1851   2326 0 4    0.1  0.0  398504 12420 ?        Ssl  17:42   0:00    /usr/bin/ibus-daemon --panel disable --xim
aniket   2260  1851   2333 0 4    0.1  0.0  398504 12420 ?        Ssl  17:42   0:00    /usr/bin/ibus-daemon --panel disable --xim
aniket   2261  1851   2261 0 5    0.0  0.0  393432 6924  ?        Ssl  17:42   0:00    /usr/libexec/gsd-a11y-settings
aniket   2261  1851   2273 0 5    0.0  0.0  393432 6924  ?        Ssl  17:42   0:00    /usr/libexec/gsd-a11y-settings
aniket   2261  1851   2275 0 5    0.0  0.0  393432 6924  ?        Ssl  17:42   0:00    /usr/libexec/gsd-a11y-settings
aniket   2261  1851   2279 0 5    0.0  0.0  393432 6924  ?        Ssl  17:42   0:00    /usr/libexec/gsd-a11y-settings
aniket   2261  1851   2296 0 5    0.0  0.0  393432 6924  ?        Ssl  17:42   0:00    /usr/libexec/gsd-a11y-settings
aniket   2262  1851   2262 0 5    0.0  0.1  460172 26188 ?        Ssl  17:42   0:00    /usr/libexec/gsd-color
aniket   2262  1851   2317 0 5    0.0  0.1  460172 26188 ?        Ssl  17:42   0:00    /usr/libexec/gsd-color
aniket   2262  1851   2318 0 5    0.0  0.1  460172 26188 ?        Ssl  17:42   0:00    /usr/libexec/gsd-color
aniket   2262  1851   2334 0 5    0.0  0.1  460172 26188 ?        Ssl  17:42   0:00    /usr/libexec/gsd-color
aniket   2262  1851   2371 0 5    0.0  0.1  460172 26188 ?        Ssl  17:42   0:00    /usr/libexec/gsd-color
aniket   2266  1851   2266 0 5    0.0  0.0  441576 12424 ?        Ssl  17:42   0:00    /usr/libexec/gsd-datetime
aniket   2266  1851   2291 0 5    0.0  0.0  441576 12424 ?        Ssl  17:42   0:00    /usr/libexec/gsd-datetime
aniket   2266  1851   2292 0 5    0.0  0.0  441576 12424 ?        Ssl  17:42   0:00    /usr/libexec/gsd-datetime
aniket   2266  1851   2298 0 5    0.0  0.0  441576 12424 ?        Ssl  17:42   0:00    /usr/libexec/gsd-datetime
aniket   2266  1851   2327 0 5    0.0  0.0  441576 12424 ?        Ssl  17:42   0:00    /usr/libexec/gsd-datetime
aniket   2267  1851   2267 0 5    0.0  0.0  468792 8168  ?        Ssl  17:42   0:00    /usr/libexec/gsd-housekeeping
aniket   2267  1851   2283 0 5    0.0  0.0  468792 8168  ?        Ssl  17:42   0:00    /usr/libexec/gsd-housekeeping
aniket   2267  1851   2284 0 5    0.0  0.0  468792 8168  ?        Ssl  17:42   0:00    /usr/libexec/gsd-housekeeping
aniket   2267  1851   2287 0 5    0.0  0.0  468792 8168  ?        Ssl  17:42   0:00    /usr/libexec/gsd-housekeeping
aniket   2267  1851   2295 0 5    0.0  0.0  468792 8168  ?        Ssl  17:42   0:00    /usr/libexec/gsd-housekeeping
aniket   2271  1851   2271 0 5    0.0  0.1  459016 25356 ?        Ssl  17:42   0:00    /usr/libexec/gsd-keyboard
aniket   2271  1851   2346 0 5    0.0  0.1  459016 25356 ?        Ssl  17:42   0:00    /usr/libexec/gsd-keyboard
aniket   2271  1851   2347 0 5    0.0  0.1  459016 25356 ?        Ssl  17:42   0:00    /usr/libexec/gsd-keyboard
aniket   2271  1851   2359 0 5    0.0  0.1  459016 25356 ?        Ssl  17:42   0:00    /usr/libexec/gsd-keyboard
aniket   2271  1851   2394 0 5    0.0  0.1  459016 25356 ?        Ssl  17:42   0:00    /usr/libexec/gsd-keyboard
aniket   2272  1851   2272 0 5    0.0  0.1  604456 28648 ?        Ssl  17:42   0:00    /usr/libexec/gsd-media-keys
aniket   2272  1851   2377 0 5    0.0  0.1  604456 28648 ?        Ssl  17:42   0:00    /usr/libexec/gsd-media-keys
aniket   2272  1851   2378 0 5    0.0  0.1  604456 28648 ?        Ssl  17:42   0:00    /usr/libexec/gsd-media-keys
aniket   2272  1851   2401 0 5    0.0  0.1  604456 28648 ?        Ssl  17:42   0:00    /usr/libexec/gsd-media-keys
aniket   2272  1851   2463 0 5    0.0  0.1  604456 28648 ?        Ssl  17:42   0:00    /usr/libexec/gsd-media-keys
aniket   2276  1851   2276 0 5    0.0  0.1  533844 27072 ?        Ssl  17:42   0:00    /usr/libexec/gsd-power
aniket   2276  1851   2388 0 5    0.0  0.1  533844 27072 ?        Ssl  17:42   0:00    /usr/libexec/gsd-power
aniket   2276  1851   2389 0 5    0.0  0.1  533844 27072 ?        Ssl  17:42   0:00    /usr/libexec/gsd-power
aniket   2276  1851   2400 0 5    0.0  0.1  533844 27072 ?        Ssl  17:42   0:00    /usr/libexec/gsd-power
aniket   2276  1851   2504 0 5    0.0  0.1  533844 27072 ?        Ssl  17:42   0:00    /usr/libexec/gsd-power
aniket   2280  1851   2280 0 4    0.0  0.0  333576 11756 ?        Ssl  17:42   0:00    /usr/libexec/gsd-print-notifications
aniket   2280  1851   2329 0 4    0.0  0.0  333576 11756 ?        Ssl  17:42   0:00    /usr/libexec/gsd-print-notifications
aniket   2280  1851   2330 0 4    0.0  0.0  333576 11756 ?        Ssl  17:42   0:00    /usr/libexec/gsd-print-notifications
aniket   2280  1851   2350 0 4    0.0  0.0  333576 11756 ?        Ssl  17:42   0:00    /usr/libexec/gsd-print-notifications
aniket   2281  1851   2281 0 4    0.0  0.0  540908 6900  ?        Ssl  17:42   0:00    /usr/libexec/gsd-rfkill
aniket   2281  1851   2300 0 4    0.0  0.0  540908 6900  ?        Ssl  17:42   0:00    /usr/libexec/gsd-rfkill
aniket   2281  1851   2303 0 4    0.0  0.0  540908 6900  ?        Ssl  17:42   0:00    /usr/libexec/gsd-rfkill
aniket   2281  1851   2310 0 4    0.0  0.0  540908 6900  ?        Ssl  17:42   0:00    /usr/libexec/gsd-rfkill
aniket   2286  1851   2286 0 4    0.0  0.0  319384 6508  ?        Ssl  17:42   0:00    /usr/libexec/gsd-screensaver-proxy
aniket   2286  1851   2301 0 4    0.0  0.0  319384 6508  ?        Ssl  17:42   0:00    /usr/libexec/gsd-screensaver-proxy
aniket   2286  1851   2302 0 4    0.0  0.0  319384 6508  ?        Ssl  17:42   0:00    /usr/libexec/gsd-screensaver-proxy
aniket   2286  1851   2314 0 4    0.0  0.0  319384 6508  ?        Ssl  17:42   0:00    /usr/libexec/gsd-screensaver-proxy
aniket   2288  1851   2288 0 5    0.0  0.0  553104 12360 ?        Ssl  17:42   0:00    /usr/libexec/gsd-sharing
aniket   2288  1851   2321 0 5    0.0  0.0  553104 12360 ?        Ssl  17:42   0:00    /usr/libexec/gsd-sharing
aniket   2288  1851   2322 0 5    0.0  0.0  553104 12360 ?        Ssl  17:42   0:00    /usr/libexec/gsd-sharing
aniket   2288  1851   2323 0 5    0.0  0.0  553104 12360 ?        Ssl  17:42   0:00    /usr/libexec/gsd-sharing
aniket   2288  1851   2338 0 5    0.0  0.0  553104 12360 ?        Ssl  17:42   0:00    /usr/libexec/gsd-sharing
aniket   2289  1851   2289 0 5    0.0  0.0  469464 8400  ?        Ssl  17:42   0:00    /usr/libexec/gsd-smartcard
aniket   2289  1851   2306 0 5    0.0  0.0  469464 8400  ?        Ssl  17:42   0:00    /usr/libexec/gsd-smartcard
aniket   2289  1851   2307 0 5    0.0  0.0  469464 8400  ?        Ssl  17:42   0:00    /usr/libexec/gsd-smartcard
aniket   2289  1851   2316 0 5    0.0  0.0  469464 8400  ?        Ssl  17:42   0:00    /usr/libexec/gsd-smartcard
aniket   2289  1851   2336 0 5    0.0  0.0  469464 8400  ?        Ssl  17:42   0:00    /usr/libexec/gsd-smartcard
aniket   2290  1851   2290 0 5    0.0  0.0  403416 9968  ?        Ssl  17:42   0:00    /usr/libexec/gsd-sound
aniket   2290  1851   2319 0 5    0.0  0.0  403416 9968  ?        Ssl  17:42   0:00    /usr/libexec/gsd-sound
aniket   2290  1851   2320 0 5    0.0  0.0  403416 9968  ?        Ssl  17:42   0:00    /usr/libexec/gsd-sound
aniket   2290  1851   2332 0 5    0.0  0.0  403416 9968  ?        Ssl  17:42   0:00    /usr/libexec/gsd-sound
aniket   2290  1851   2361 0 5    0.0  0.0  403416 9968  ?        Ssl  17:42   0:00    /usr/libexec/gsd-sound
aniket   2293  1851   2293 0 4    0.0  0.1  459656 25968 ?        Ssl  17:42   0:00    /usr/libexec/gsd-wacom
aniket   2293  1851   2385 0 4    0.0  0.1  459656 25968 ?        Ssl  17:42   0:00    /usr/libexec/gsd-wacom
aniket   2293  1851   2386 0 4    0.0  0.1  459656 25968 ?        Ssl  17:42   0:00    /usr/libexec/gsd-wacom
aniket   2293  1851   2398 0 4    0.0  0.1  459656 25968 ?        Ssl  17:42   0:00    /usr/libexec/gsd-wacom
aniket   2294  1851   2294 0 5    0.0  0.2  465660 32784 ?        Ssl  17:42   0:00    /usr/libexec/gsd-xsettings
aniket   2294  1851   2376 0 5    0.0  0.2  465660 32784 ?        Ssl  17:42   0:00    /usr/libexec/gsd-xsettings
aniket   2294  1851   2381 0 5    0.0  0.2  465660 32784 ?        Ssl  17:42   0:00    /usr/libexec/gsd-xsettings
aniket   2294  1851   2399 0 5    0.0  0.2  465660 32784 ?        Ssl  17:42   0:00    /usr/libexec/gsd-xsettings
aniket   2294  1851   2475 0 5    0.0  0.2  465660 32784 ?        Ssl  17:42   0:00    /usr/libexec/gsd-xsettings
root     2313  2      2313 0 1    0.0  0.0  0      0     ?        I    17:42   0:00    [kworker/11:2-events]
aniket   2353  1851   2353 0 4    0.0  0.0  472680 9492  ?        Sl   17:42   0:00    /usr/libexec/goa-identity-service
aniket   2353  1851   2379 0 4    0.0  0.0  472680 9492  ?        Sl   17:42   0:00    /usr/libexec/goa-identity-service
aniket   2353  1851   2380 0 4    0.0  0.0  472680 9492  ?        Sl   17:42   0:00    /usr/libexec/goa-identity-service
aniket   2353  1851   2431 0 4    0.0  0.0  472680 9492  ?        Sl   17:42   0:00    /usr/libexec/goa-identity-service
aniket   2355  2260   2355 0 5    0.0  0.0  320300 7424  ?        Sl   17:42   0:00    /usr/libexec/ibus-dconf
aniket   2355  2260   2366 0 5    0.0  0.0  320300 7424  ?        Sl   17:42   0:00    /usr/libexec/ibus-dconf
aniket   2355  2260   2367 0 5    0.0  0.0  320300 7424  ?        Sl   17:42   0:00    /usr/libexec/ibus-dconf
aniket   2355  2260   2382 0 5    0.0  0.0  320300 7424  ?        Sl   17:42   0:00    /usr/libexec/ibus-dconf
aniket   2355  2260   2421 0 5    0.0  0.0  320300 7424  ?        Sl   17:42   0:00    /usr/libexec/ibus-dconf
aniket   2356  2260   2356 0 5    0.9  0.2  392504 33024 ?        Sl   17:42   0:04    /usr/libexec/ibus-extension-gtk3
aniket   2356  2260   2455 0 5    0.9  0.2  392504 33024 ?        Sl   17:42   0:04    /usr/libexec/ibus-extension-gtk3
aniket   2356  2260   2456 0 5    0.9  0.2  392504 33024 ?        Sl   17:42   0:04    /usr/libexec/ibus-extension-gtk3
aniket   2356  2260   2461 0 5    0.9  0.2  392504 33024 ?        Sl   17:42   0:04    /usr/libexec/ibus-extension-gtk3
aniket   2356  2260   2523 0 5    0.9  0.2  392504 33024 ?        Sl   17:42   0:04    /usr/libexec/ibus-extension-gtk3
aniket   2370  1851   2370 0 4    0.0  0.1  311756 25332 ?        Sl   17:42   0:00    /usr/libexec/ibus-x11 --kill-daemon
aniket   2370  1851   2444 0 4    0.0  0.1  311756 25332 ?        Sl   17:42   0:00    /usr/libexec/ibus-x11 --kill-daemon
aniket   2370  1851   2445 0 4    0.0  0.1  311756 25332 ?        Sl   17:42   0:00    /usr/libexec/ibus-x11 --kill-daemon
aniket   2370  1851   2458 0 4    0.0  0.1  311756 25332 ?        Sl   17:42   0:00    /usr/libexec/ibus-x11 --kill-daemon
aniket   2375  1851   2375 0 4    0.0  0.0  320248 7392  ?        Sl   17:42   0:00    /usr/libexec/ibus-portal
aniket   2375  1851   2415 0 4    0.0  0.0  320248 7392  ?        Sl   17:42   0:00    /usr/libexec/ibus-portal
aniket   2375  1851   2416 0 4    0.0  0.0  320248 7392  ?        Sl   17:42   0:00    /usr/libexec/ibus-portal
aniket   2375  1851   2422 0 4    0.0  0.0  320248 7392  ?        Sl   17:42   0:00    /usr/libexec/ibus-portal
aniket   2387  1851   2387 0 10   0.0  0.1  902404 26340 ?        Ssl  17:42   0:00    /usr/libexec/evolution-calendar-factory
aniket   2387  1851   2433 0 10   0.0  0.1  902404 26340 ?        Ssl  17:42   0:00    /usr/libexec/evolution-calendar-factory
aniket   2387  1851   2436 0 10   0.0  0.1  902404 26340 ?        Ssl  17:42   0:00    /usr/libexec/evolution-calendar-factory
aniket   2387  1851   2443 0 10   0.0  0.1  902404 26340 ?        Ssl  17:42   0:00    /usr/libexec/evolution-calendar-factory
aniket   2387  1851   2488 0 10   0.0  0.1  902404 26340 ?        Ssl  17:42   0:00    /usr/libexec/evolution-calendar-factory
aniket   2387  1851   2489 0 10   0.0  0.1  902404 26340 ?        Ssl  17:42   0:00    /usr/libexec/evolution-calendar-factory
aniket   2387  1851   2514 0 10   0.0  0.1  902404 26340 ?        Ssl  17:42   0:00    /usr/libexec/evolution-calendar-factory
aniket   2387  1851   2515 0 10   0.0  0.1  902404 26340 ?        Ssl  17:42   0:00    /usr/libexec/evolution-calendar-factory
aniket   2387  1851   2519 0 10   0.0  0.1  902404 26340 ?        Ssl  17:42   0:00    /usr/libexec/evolution-calendar-factory
aniket   2387  1851   2574 0 10   0.0  0.1  902404 26340 ?        Ssl  17:42   0:00    /usr/libexec/evolution-calendar-factory
aniket   2390  2119   2390 0 5    0.0  0.0  266380 14536 ?        Sl   17:42   0:00    /usr/bin/touchegg
aniket   2390  2119   2434 0 5    0.0  0.0  266380 14536 ?        Sl   17:42   0:00    /usr/bin/touchegg
aniket   2390  2119   2437 0 5    0.0  0.0  266380 14536 ?        Sl   17:42   0:00    /usr/bin/touchegg
aniket   2390  2119   2438 0 5    0.0  0.0  266380 14536 ?        Sl   17:42   0:00    /usr/bin/touchegg
aniket   2390  2119   2442 0 5    0.0  0.0  266380 14536 ?        Sl   17:42   0:00    /usr/bin/touchegg
aniket   2407  2119   2407 0 13   6.1  2.2  1725536 368536 ?        Sl   17:42   0:26    /usr/bin/gnome-software --gapplication-service
aniket   2407  2119   2459 0 13   6.1  2.2  1725536 368536 ?        Sl   17:42   0:26    /usr/bin/gnome-software --gapplication-service
aniket   2407  2119   2462 0 13   6.1  2.2  1725536 368536 ?        Sl   17:42   0:26    /usr/bin/gnome-software --gapplication-service
aniket   2407  2119   2468 0 13   6.1  2.2  1725536 368536 ?        Sl   17:42   0:26    /usr/bin/gnome-software --gapplication-service
aniket   2407  2119   2473 0 13   6.1  2.2  1725536 368536 ?        Sl   17:42   0:26    /usr/bin/gnome-software --gapplication-service
aniket   2407  2119   2532 0 13   6.1  2.2  1725536 368536 ?        Sl   17:42   0:26    /usr/bin/gnome-software --gapplication-service
aniket   2407  2119   2533 0 13   6.1  2.2  1725536 368536 ?        Sl   17:42   0:26    /usr/bin/gnome-software --gapplication-service
aniket   2407  2119   2539 0 13   6.1  2.2  1725536 368536 ?        Sl   17:42   0:26    /usr/bin/gnome-software --gapplication-service
aniket   2407  2119   2540 0 13   6.1  2.2  1725536 368536 ?        Sl   17:42   0:26    /usr/bin/gnome-software --gapplication-service
aniket   2407  2119   2685 0 13   6.1  2.2  1725536 368536 ?        Sl   17:42   0:26    /usr/bin/gnome-software --gapplication-service
aniket   2407  2119   2686 2 13   6.1  2.2  1725536 368536 ?        Sl   17:42   0:26    /usr/bin/gnome-software --gapplication-service
aniket   2407  2119   2687 2 13   6.1  2.2  1725536 368536 ?        Sl   17:42   0:26    /usr/bin/gnome-software --gapplication-service
aniket   2407  2119   2689 0 13   6.1  2.2  1725536 368536 ?        Sl   17:42   0:26    /usr/bin/gnome-software --gapplication-service
aniket   2427  2119   2427 0 8    0.1  0.4  934272 74596 ?        Sl   17:42   0:00    /usr/libexec/evolution-data-server/evolution-alarm-notify
aniket   2427  2119   2507 0 8    0.1  0.4  934272 74596 ?        Sl   17:42   0:00    /usr/libexec/evolution-data-server/evolution-alarm-notify
aniket   2427  2119   2508 0 8    0.1  0.4  934272 74596 ?        Sl   17:42   0:00    /usr/libexec/evolution-data-server/evolution-alarm-notify
aniket   2427  2119   2511 0 8    0.1  0.4  934272 74596 ?        Sl   17:42   0:00    /usr/libexec/evolution-data-server/evolution-alarm-notify
aniket   2427  2119   2534 0 8    0.1  0.4  934272 74596 ?        Sl   17:42   0:00    /usr/libexec/evolution-data-server/evolution-alarm-notify
aniket   2427  2119   2535 0 8    0.1  0.4  934272 74596 ?        Sl   17:42   0:00    /usr/libexec/evolution-data-server/evolution-alarm-notify
aniket   2427  2119   2549 0 8    0.1  0.4  934272 74596 ?        Sl   17:42   0:00    /usr/libexec/evolution-data-server/evolution-alarm-notify
aniket   2427  2119   2565 0 8    0.1  0.4  934272 74596 ?        Sl   17:42   0:00    /usr/libexec/evolution-data-server/evolution-alarm-notify
aniket   2430  2119   2430 0 4    0.0  0.0  305492 7388  ?        Sl   17:42   0:00    /usr/libexec/gsd-disk-utility-notify
aniket   2430  2119   2451 0 4    0.0  0.0  305492 7388  ?        Sl   17:42   0:00    /usr/libexec/gsd-disk-utility-notify
aniket   2430  2119   2452 0 4    0.0  0.0  305492 7388  ?        Sl   17:42   0:00    /usr/libexec/gsd-disk-utility-notify
aniket   2430  2119   2460 0 4    0.0  0.0  305492 7388  ?        Sl   17:42   0:00    /usr/libexec/gsd-disk-utility-notify
aniket   2447  1851   2447 0 4    0.0  0.0  426060 15280 ?        Sl   17:42   0:00    /usr/libexec/gsd-printer
aniket   2447  1851   2470 0 4    0.0  0.0  426060 15280 ?        Sl   17:42   0:00    /usr/libexec/gsd-printer
aniket   2447  1851   2471 0 4    0.0  0.0  426060 15280 ?        Sl   17:42   0:00    /usr/libexec/gsd-printer
aniket   2447  1851   2479 0 4    0.0  0.0  426060 15280 ?        Sl   17:42   0:00    /usr/libexec/gsd-printer
aniket   2517  1851   2517 0 7    0.0  0.2  838340 32244 ?        Ssl  17:42   0:00    /usr/libexec/evolution-addressbook-factory
aniket   2517  1851   2526 0 7    0.0  0.2  838340 32244 ?        Ssl  17:42   0:00    /usr/libexec/evolution-addressbook-factory
aniket   2517  1851   2528 0 7    0.0  0.2  838340 32244 ?        Ssl  17:42   0:00    /usr/libexec/evolution-addressbook-factory
aniket   2517  1851   2529 0 7    0.0  0.2  838340 32244 ?        Ssl  17:42   0:00    /usr/libexec/evolution-addressbook-factory
aniket   2517  1851   2537 0 7    0.0  0.2  838340 32244 ?        Ssl  17:42   0:00    /usr/libexec/evolution-addressbook-factory
aniket   2517  1851   2538 0 7    0.0  0.2  838340 32244 ?        Ssl  17:42   0:00    /usr/libexec/evolution-addressbook-factory
aniket   2517  1851   2548 0 7    0.0  0.2  838340 32244 ?        Ssl  17:42   0:00    /usr/libexec/evolution-addressbook-factory
aniket   2521  1851   2521 0 5    0.0  0.0  399100 10644 ?        Ssl  17:42   0:00    /usr/libexec/gvfs-udisks2-volume-monitor
aniket   2521  1851   2524 0 5    0.0  0.0  399100 10644 ?        Ssl  17:42   0:00    /usr/libexec/gvfs-udisks2-volume-monitor
aniket   2521  1851   2525 0 5    0.0  0.0  399100 10644 ?        Ssl  17:42   0:00    /usr/libexec/gvfs-udisks2-volume-monitor
aniket   2521  1851   2527 0 5    0.0  0.0  399100 10644 ?        Ssl  17:42   0:00    /usr/libexec/gvfs-udisks2-volume-monitor
aniket   2521  1851   2530 0 5    0.0  0.0  399100 10644 ?        Ssl  17:42   0:00    /usr/libexec/gvfs-udisks2-volume-monitor
aniket   2541  1851   2541 0 4    0.0  0.0  319596 6736  ?        Ssl  17:42   0:00    /usr/libexec/gvfs-goa-volume-monitor
aniket   2541  1851   2542 0 4    0.0  0.0  319596 6736  ?        Ssl  17:42   0:00    /usr/libexec/gvfs-goa-volume-monitor
aniket   2541  1851   2543 0 4    0.0  0.0  319596 6736  ?        Ssl  17:42   0:00    /usr/libexec/gvfs-goa-volume-monitor
aniket   2541  1851   2544 0 4    0.0  0.0  319596 6736  ?        Ssl  17:42   0:00    /usr/libexec/gvfs-goa-volume-monitor
aniket   2547  1851   2547 0 4    0.0  0.0  320584 7136  ?        Ssl  17:42   0:00    /usr/libexec/gvfs-gphoto2-volume-monitor
aniket   2547  1851   2551 0 4    0.0  0.0  320584 7136  ?        Ssl  17:42   0:00    /usr/libexec/gvfs-gphoto2-volume-monitor
aniket   2547  1851   2552 0 4    0.0  0.0  320584 7136  ?        Ssl  17:42   0:00    /usr/libexec/gvfs-gphoto2-volume-monitor
aniket   2547  1851   2554 0 4    0.0  0.0  320584 7136  ?        Ssl  17:42   0:00    /usr/libexec/gvfs-gphoto2-volume-monitor
aniket   2558  1851   2558 0 4    0.0  0.0  319616 6692  ?        Ssl  17:42   0:00    /usr/libexec/gvfs-mtp-volume-monitor
aniket   2558  1851   2559 0 4    0.0  0.0  319616 6692  ?        Ssl  17:42   0:00    /usr/libexec/gvfs-mtp-volume-monitor
aniket   2558  1851   2560 0 4    0.0  0.0  319616 6692  ?        Ssl  17:42   0:00    /usr/libexec/gvfs-mtp-volume-monitor
aniket   2558  1851   2562 0 4    0.0  0.0  319616 6692  ?        Ssl  17:42   0:00    /usr/libexec/gvfs-mtp-volume-monitor
aniket   2564  1851   2564 0 5    0.0  0.0  399200 8316  ?        Ssl  17:42   0:00    /usr/libexec/gvfs-afc-volume-monitor
aniket   2564  1851   2568 0 5    0.0  0.0  399200 8316  ?        Ssl  17:42   0:00    /usr/libexec/gvfs-afc-volume-monitor
aniket   2564  1851   2569 0 5    0.0  0.0  399200 8316  ?        Ssl  17:42   0:00    /usr/libexec/gvfs-afc-volume-monitor
aniket   2564  1851   2570 0 5    0.0  0.0  399200 8316  ?        Ssl  17:42   0:00    /usr/libexec/gvfs-afc-volume-monitor
aniket   2564  1851   2572 0 5    0.0  0.0  399200 8316  ?        Ssl  17:42   0:00    /usr/libexec/gvfs-afc-volume-monitor
